"","dateCrawled","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","postalCode","lastSeen"
"3609","3/25/2016 8:52",1300,1,6,2001,1,193,"",150000,5,"0",36,NA,"3/25/2016 0:00",47533,"3/25/2016 9:43"
"3613","3/17/2016 22:51",500,0,NA,2017,NA,0,"",150000,0,"",24,NA,"3/17/2016 0:00",99734,"3/18/2016 3:41"
"3614","3/12/2016 9:52",4699,1,6,2004,0,101,"a4",150000,7,"1",36,0,"3/12/2016 0:00",35260,"3/17/2016 6:44"
"3615","4/2/2016 16:58",3500,1,8,2005,0,158,"4_reihe",150000,3,"0",33,0,"4/2/2016 0:00",55118,"4/3/2016 19:39"
"3616","3/12/2016 4:32",1599,1,8,1995,0,122,"c_klasse",150000,9,"0",37,0,"3/12/2016 0:00",56244,"3/15/2016 18:15"
"3621","3/7/2016 21:36",13990,1,4,2012,0,156,"2_reihe",50000,3,"0",33,0,"3/7/2016 0:00",91154,"4/5/2016 23:18"
"3639","3/11/2016 17:38",9200,1,4,2006,0,160,"mx_reihe",70000,5,"0",28,0,"3/11/2016 0:00",33659,"3/14/2016 14:46"
"3643","3/14/2016 21:55",3450,0,8,2001,0,75,"golf",125000,6,"0",40,0,"3/14/2016 0:00",90471,"3/26/2016 23:47"
"3646","3/8/2016 13:57",3500,1,6,2006,0,101,"combo",150000,9,"1",38,0,"3/8/2016 0:00",70327,"3/13/2016 1:15"
"3647","3/19/2016 17:54",10500,1,2,2008,0,140,"tiguan",150000,4,"1",40,0,"3/19/2016 0:00",90482,"3/20/2016 20:17"
"3650","3/5/2016 20:52",6990,1,6,2010,0,125,"ceed",80000,4,"0",18,0,"3/5/2016 0:00",17309,"3/12/2016 19:47"
"3654","3/30/2016 12:58",26650,1,8,2014,0,230,"golf",20000,7,"0",40,0,"3/30/2016 0:00",31234,"4/7/2016 4:15"
"3655","4/3/2016 14:25",5200,0,5,2007,0,120,"zafira",150000,4,"1",38,0,"4/3/2016 0:00",65474,"4/6/2016 21:16"
"3665","3/12/2016 11:47",7299,0,6,2008,0,105,"golf",125000,6,"1",40,0,"3/12/2016 0:00",57439,"3/16/2016 12:15"
"3666","4/5/2016 10:37",1800,1,7,2000,0,60,"arosa",150000,6,"1",31,0,"4/5/2016 0:00",33729,"4/7/2016 13:16"
"3671","3/28/2016 17:42",5650,0,8,2009,0,143,"lancer",70000,9,"0",20,1,"3/28/2016 0:00",44787,"4/6/2016 23:15"
"3674","3/8/2016 0:58",300,1,7,1999,0,0,"ibiza",150000,0,"0",31,NA,"3/8/2016 0:00",25335,"3/22/2016 11:44"
"3680","3/29/2016 11:54",350,0,NA,2016,0,45,"corsa",150000,2,"0",38,NA,"3/29/2016 0:00",64354,"4/5/2016 21:45"
"3685","3/31/2016 19:54",0,1,2,1999,0,103,"navara",150000,6,"1",26,NA,"3/31/2016 0:00",49638,"4/6/2016 14:18"
"3686","3/7/2016 10:36",0,0,7,1998,NA,0,"",5000,0,"",38,NA,"3/7/2016 0:00",2625,"3/11/2016 1:44"
"3693","4/5/2016 6:56",1000,0,3,2001,1,218,"clk",150000,10,"0",37,0,"4/5/2016 0:00",45701,"4/7/2016 11:17"
"3694","3/7/2016 12:54",6900,0,3,1981,1,136,"1",150000,10,"2",37,0,"3/7/2016 0:00",47167,"4/5/2016 20:16"
"3696","4/4/2016 19:55",750,0,7,1994,0,75,"civic",150000,5,"0",19,0,"4/4/2016 0:00",58285,"4/6/2016 22:17"
"3699","3/31/2016 18:56",10500,1,8,2005,1,224,"a6",150000,10,"1",36,0,"3/31/2016 0:00",48282,"4/6/2016 13:15"
"3701","3/29/2016 19:55",4100,1,8,2002,0,143,"3er",150000,6,"0",30,0,"3/29/2016 0:00",90443,"4/6/2016 6:15"
"3703","3/14/2016 22:58",2700,1,6,2000,0,125,"zafira",5000,12,"2",38,1,"3/14/2016 0:00",21075,"4/7/2016 14:58"
"3705","3/28/2016 14:57",3290,0,8,2003,0,110,"leon",150000,5,"1",31,0,"3/28/2016 0:00",90425,"3/28/2016 15:42"
"3711","4/4/2016 1:57",2500,1,7,2005,0,60,"corsa",90000,1,"0",38,0,"4/4/2016 0:00",30966,"4/6/2016 9:17"
"3713","3/28/2016 9:53",2000,1,6,2003,0,120,"6_reihe",150000,8,"0",28,0,"3/28/2016 0:00",48249,"3/28/2016 9:53"
"3717","3/22/2016 21:55",1670,1,8,1999,0,75,"golf",150000,8,"0",40,0,"3/22/2016 0:00",52388,"3/22/2016 21:55"
"3724","3/15/2016 1:50",3800,0,5,2004,0,131,"sharan",150000,10,"1",40,0,"3/14/2016 0:00",78054,"3/17/2016 0:47"
"3727","3/8/2016 21:44",8500,1,6,1996,0,140,"a6",150000,9,"1",36,0,"3/8/2016 0:00",22115,"4/6/2016 1:45"
"3737","3/8/2016 19:38",2500,0,5,2004,1,92,"meriva",125000,8,"0",38,1,"3/8/2016 0:00",13583,"3/11/2016 3:45"
"3742","4/2/2016 18:49",25500,1,3,2008,0,370,"focus",70000,5,"0",35,0,"4/2/2016 0:00",85452,"4/2/2016 18:49"
"3745","4/2/2016 22:52",350,0,7,1999,1,55,"fortwo",20000,0,"0",29,1,"4/2/2016 0:00",6571,"4/2/2016 23:45"
"3748","3/16/2016 21:40",3999,1,8,2006,0,80,"golf",100000,10,"0",40,0,"3/16/2016 0:00",52457,"3/20/2016 23:15"
"3749","3/29/2016 12:54",3500,0,5,2004,0,101,"zafira",5000,2,"1",38,0,"3/29/2016 0:00",1109,"4/5/2016 22:17"
"3755","3/28/2016 8:58",1300,0,8,2002,0,80,"stilo",150000,2,"0",32,0,"3/28/2016 0:00",90429,"3/30/2016 0:18"
"3761","3/10/2016 19:44",2700,1,6,2005,0,105,"astra",150000,9,"0",38,0,"3/10/2016 0:00",17039,"3/22/2016 13:47"
"3764","3/19/2016 17:53",430,1,NA,2005,NA,0,"agila",90000,0,"0",38,NA,"3/19/2016 0:00",26169,"3/23/2016 6:46"
"3765","3/9/2016 0:58",4800,0,8,2004,0,140,"accord",150000,5,"1",19,0,"3/8/2016 0:00",53721,"4/5/2016 2:47"
"3766","3/10/2016 7:56",1500,1,NA,2016,0,101,"a3",150000,4,"0",36,NA,"3/10/2016 0:00",45326,"3/26/2016 16:18"
"3767","3/8/2016 9:36",3500,1,7,2004,1,0,"golf",150000,0,"1",40,NA,"3/8/2016 0:00",94256,"3/10/2016 22:45"
"3772","3/29/2016 19:56",0,1,NA,2016,0,60,"punto",125000,8,"",32,0,"3/29/2016 0:00",47805,"3/31/2016 13:44"
"3775","3/18/2016 13:48",449,1,7,1998,0,0,"",150000,12,"0",33,0,"3/18/2016 0:00",24147,"3/21/2016 7:16"
"3776","3/28/2016 9:51",3150,1,8,2004,1,150,"3er",150000,9,"1",30,0,"3/28/2016 0:00",41460,"3/28/2016 9:51"
"3781","3/23/2016 21:46",800,0,7,1993,0,90,"civic",150000,6,"0",19,NA,"3/23/2016 0:00",52223,"4/6/2016 3:16"
"3785","3/11/2016 13:57",6590,0,7,2013,0,69,"punto",20000,11,"0",32,0,"3/11/2016 0:00",75428,"3/12/2016 3:46"
"3786","3/26/2016 18:48",4299,0,NA,2017,0,0,"combo",125000,1,"1",38,NA,"3/26/2016 0:00",13403,"3/29/2016 21:46"
"3787","3/17/2016 17:42",1250,1,5,1999,0,0,"1",150000,0,"0",20,1,"3/17/2016 0:00",48529,"4/7/2016 3:17"
"3798","3/14/2016 20:39",1200,1,8,1999,0,90,"passat",5000,5,"1",40,0,"3/14/2016 0:00",28755,"3/28/2016 7:17"
"3802","3/20/2016 10:48",6950,1,4,2007,0,140,"astra",100000,3,"0",38,0,"3/20/2016 0:00",29389,"4/6/2016 7:17"
"3803","3/11/2016 11:38",2200,1,8,2003,NA,0,"3er",150000,11,"1",30,0,"3/11/2016 0:00",99625,"3/11/2016 11:38"
"3804","3/22/2016 16:49",16500,0,2,2013,0,117,"qashqai",40000,6,"0",26,0,"3/22/2016 0:00",73262,"4/6/2016 7:16"
"3813","4/4/2016 20:46",12800,1,8,2008,1,170,"octavia",90000,8,"1",30,0,"4/4/2016 0:00",38440,"4/6/2016 23:15"
"3816","3/22/2016 21:56",250,1,6,1997,0,0,"vectra",150000,11,"0",38,0,"3/22/2016 0:00",66333,"3/30/2016 5:15"
"3819","3/24/2016 23:57",7400,0,8,2007,0,116,"1er",150000,12,"0",30,0,"3/24/2016 0:00",46562,"4/6/2016 4:46"
"3825","3/19/2016 21:47",6150,1,4,2007,0,150,"astra",150000,10,"1",38,0,"3/19/2016 0:00",45307,"4/7/2016 12:17"
"3827","3/20/2016 18:39",7999,0,NA,2018,0,170,"insignia",70000,4,"cng",38,NA,"3/20/2016 0:00",65428,"3/22/2016 11:30"
"3830","4/2/2016 23:58",12000,0,8,2010,0,105,"golf",70000,3,"1",40,0,"4/2/2016 0:00",15370,"4/7/2016 8:15"
"3837","4/4/2016 16:25",2499,0,7,2005,0,60,"corsa",90000,11,"0",38,0,"4/4/2016 0:00",35457,"4/5/2016 12:21"
"3838","3/10/2016 15:51",2800,0,7,2003,0,103,"colt",150000,5,"0",20,1,"3/10/2016 0:00",4600,"3/11/2016 16:15"
"3839","3/26/2016 22:56",11490,0,8,2012,0,101,"focus",40000,11,"0",35,0,"3/26/2016 0:00",53797,"4/7/2016 1:46"
"3846","3/31/2016 21:51",500,0,7,1999,1,0,"lupo",150000,0,"",40,NA,"3/31/2016 0:00",77971,"4/6/2016 17:44"
"3848","3/14/2016 23:25",4899,1,6,2006,1,184,"signum",150000,5,"1",38,NA,"3/14/2016 0:00",35606,"3/19/2016 15:50"
"3853","3/19/2016 16:49",999,0,7,1996,0,60,"3_reihe",150000,2,"0",33,0,"3/19/2016 0:00",54427,"4/7/2016 9:16"
"3858","3/13/2016 12:50",1750,0,7,1999,0,60,"polo",150000,12,"0",40,0,"3/13/2016 0:00",45147,"3/21/2016 16:22"
"3859","3/21/2016 2:01",499,0,NA,1985,NA,0,"golf",150000,0,"",40,1,"3/21/2016 0:00",26188,"4/6/2016 0:46"
"3867","4/4/2016 0:54",5500,0,7,2007,0,69,"polo",150000,6,"1",40,0,"4/4/2016 0:00",29410,"4/6/2016 9:16"
"3870","3/20/2016 15:36",3200,1,5,2004,0,140,"touran",150000,4,"1",40,0,"3/20/2016 0:00",45964,"3/20/2016 15:36"
"3873","3/10/2016 12:39",3300,0,NA,2005,NA,0,"",150000,0,"",40,NA,"3/10/2016 0:00",78054,"3/28/2016 22:16"
"3877","4/1/2016 21:45",2600,0,7,2002,NA,60,"polo",125000,8,"0",40,NA,"4/1/2016 0:00",23562,"4/5/2016 19:17"
"3881","3/14/2016 13:54",24500,0,2,2015,1,150,"cx_reihe",5000,12,"0",28,0,"3/14/2016 0:00",9131,"4/5/2016 15:15"
"3882","3/27/2016 17:51",3300,0,5,2003,0,86,"transporter",150000,10,"1",40,0,"3/27/2016 0:00",83646,"3/27/2016 17:51"
"3883","3/31/2016 21:37",28750,0,2,2015,0,175,"cx_reihe",20000,5,"1",28,0,"3/31/2016 0:00",2748,"4/6/2016 16:45"
"3884","3/23/2016 19:49",75600,1,4,2011,1,385,"911",50000,2,"0",16,0,"3/23/2016 0:00",36286,"4/6/2016 7:17"
"3886","3/20/2016 9:37",1300,1,NA,1990,0,54,"",150000,0,"0",40,NA,"3/20/2016 0:00",59069,"3/21/2016 11:17"
"3897","3/7/2016 10:49",4495,0,7,2011,1,71,"fortwo",90000,11,"0",29,0,"3/7/2016 0:00",42499,"4/6/2016 23:17"
"3899","3/17/2016 22:50",33900,0,6,2012,1,177,"a6",60000,12,"1",36,0,"3/17/2016 0:00",72764,"4/5/2016 16:44"
"3905","4/3/2016 9:51",850,1,7,2000,0,54,"micra",150000,4,"0",26,NA,"4/3/2016 0:00",16761,"4/7/2016 10:45"
"3907","3/17/2016 0:27",8500,0,8,1988,0,171,"3er",150000,12,"0",30,NA,"3/16/2016 0:00",63069,"3/20/2016 21:45"
"3911","3/8/2016 13:55",950,1,6,1995,0,113,"lancer",150000,8,"0",20,0,"3/8/2016 0:00",52525,"3/27/2016 20:47"
"3912","3/8/2016 15:59",650,0,6,2003,0,120,"",150000,1,"1",38,1,"3/8/2016 0:00",31135,"3/17/2016 16:18"
"3915","4/3/2016 4:02",1199,0,6,1999,0,75,"cordoba",150000,11,"0",31,0,"4/3/2016 0:00",4720,"4/7/2016 10:16"
"3924","3/21/2016 14:48",0,1,NA,2017,0,750,"",150000,8,"0",29,0,"3/21/2016 0:00",49356,"3/24/2016 3:44"
"3928","3/16/2016 15:50",3150,0,8,2004,0,75,"golf",150000,6,"0",40,0,"3/16/2016 0:00",44536,"3/17/2016 13:47"
"3930","3/26/2016 21:38",4550,1,7,2007,0,95,"forfour",150000,7,"0",29,0,"3/26/2016 0:00",88637,"4/6/2016 12:17"
"3935","3/21/2016 17:51",2600,1,6,2005,NA,0,"zafira",150000,0,"1",38,NA,"3/21/2016 0:00",30169,"3/21/2016 17:51"
"3937","3/29/2016 17:41",11400,1,2,2006,1,340,"cayenne",150000,7,"0",16,0,"3/29/2016 0:00",21423,"4/6/2016 3:16"
"3938","3/26/2016 19:37",1499,1,NA,2017,0,95,"megane",150000,9,"0",34,NA,"3/26/2016 0:00",91734,"4/6/2016 9:15"
"3946","3/10/2016 9:53",3200,0,8,2007,NA,0,"golf",150000,11,"1",40,0,"3/10/2016 0:00",58453,"3/10/2016 9:53"
"3953","3/11/2016 18:55",1950,0,7,1999,0,60,"polo",30000,3,"0",40,0,"3/11/2016 0:00",71546,"3/12/2016 9:17"
"3954","3/29/2016 12:53",2200,0,NA,2018,0,0,"",20000,3,"0",31,0,"3/29/2016 0:00",67307,"3/29/2016 12:53"
"3956","3/29/2016 12:41",1900,0,4,2000,1,54,"fortwo",50000,3,"0",29,0,"3/29/2016 0:00",70806,"3/29/2016 12:41"
"3958","3/23/2016 22:36",6100,0,6,2007,0,163,"3er",150000,8,"1",30,1,"3/23/2016 0:00",86159,"3/29/2016 21:16"
"3963","3/31/2016 18:54",3500,1,6,2002,0,116,"3er",150000,7,"0",30,0,"3/31/2016 0:00",74706,"3/31/2016 18:54"
"3964","3/12/2016 21:57",3850,0,5,2005,0,140,"altea",150000,2,"1",31,0,"3/12/2016 0:00",67166,"3/23/2016 16:49"
"3974","4/3/2016 15:43",8450,0,5,2010,0,116,"transit",80000,11,"1",35,0,"4/3/2016 0:00",50129,"4/5/2016 14:45"
"3994","3/17/2016 15:47",3800,0,NA,2016,0,110,"avensis",150000,10,"0",25,0,"3/17/2016 0:00",29229,"3/19/2016 15:44"
"3995","3/31/2016 17:53",15990,1,4,2013,0,163,"3_reihe",90000,6,"1",33,0,"3/31/2016 0:00",59505,"4/6/2016 11:44"
"3999","4/6/2016 9:06",150,1,7,2000,NA,54,"micra",150000,0,"",26,1,"4/6/2016 0:00",35452,"4/6/2016 9:25"
"4001","3/20/2016 8:56",2500,0,NA,2017,0,150,"golf",150000,4,"0",40,0,"3/20/2016 0:00",37441,"3/20/2016 8:56"
"4002","3/28/2016 21:43",1250,1,6,2000,0,131,"mondeo",150000,7,"0",35,0,"3/28/2016 0:00",17389,"4/1/2016 7:17"
"4005","4/6/2016 15:06",2950,0,6,2003,0,125,"signum",150000,5,"1",38,0,"4/6/2016 0:00",60386,"4/6/2016 15:25"
"4007","3/16/2016 12:58",11555,0,3,2008,0,160,"cc",150000,10,"0",40,0,"3/16/2016 0:00",51588,"3/20/2016 11:16"
"4011","3/29/2016 22:54",499,0,3,1994,0,140,"3er",150000,0,"0",30,NA,"3/29/2016 0:00",47059,"3/30/2016 2:42"
"4015","3/28/2016 18:52",2300,1,8,1999,0,125,"a6",150000,6,"0",36,0,"3/28/2016 0:00",38159,"4/1/2016 4:16"
"4023","4/1/2016 19:47",4900,1,2,2002,0,150,"cr_reihe",125000,5,"0",19,0,"4/1/2016 0:00",36452,"4/1/2016 19:47"
"4024","3/20/2016 22:54",13299,0,7,2011,1,102,"fortwo",30000,11,"0",29,0,"3/20/2016 0:00",83059,"4/7/2016 11:16"
"4031","3/26/2016 17:28",28600,1,6,2014,0,156,"c_klasse",20000,9,"0",37,0,"3/26/2016 0:00",56462,"4/6/2016 13:17"
"4032","3/5/2016 14:49",1100,1,8,1999,0,116,"astra",150000,6,"0",38,0,"3/5/2016 0:00",77855,"3/19/2016 21:44"
"4043","3/28/2016 22:46",12995,1,6,2010,0,125,"a3",40000,6,"0",36,0,"3/28/2016 0:00",9113,"4/7/2016 6:16"
"4055","3/31/2016 15:39",4400,1,7,2009,0,80,"micra",60000,7,"0",26,0,"3/31/2016 0:00",27578,"4/4/2016 7:45"
"4067","3/10/2016 11:58",1390,0,NA,2017,0,107,"scenic",150000,0,"0",34,NA,"3/10/2016 0:00",26434,"3/12/2016 7:46"
"4074","3/14/2016 9:50",999,1,3,1998,NA,0,"1er",150000,8,"",30,0,"3/14/2016 0:00",76131,"3/26/2016 2:46"
"4079","3/20/2016 23:37",6300,1,8,2007,0,105,"leon",150000,12,"1",31,0,"3/20/2016 0:00",48599,"4/5/2016 19:18"
"4080","3/11/2016 13:50",1900,0,8,2005,1,95,"colt",125000,2,"0",20,0,"3/11/2016 0:00",21149,"4/7/2016 9:45"
"4084","3/31/2016 10:37",699,1,NA,1970,NA,0,"",100000,7,"",38,NA,"3/31/2016 0:00",31785,"4/6/2016 3:15"
"4085","3/31/2016 22:40",6100,0,8,2003,1,163,"e_klasse",150000,4,"0",37,0,"3/31/2016 0:00",51429,"3/31/2016 22:40"
"4087","3/12/2016 13:25",750,0,NA,2017,0,102,"a_klasse",150000,0,"0",37,1,"3/12/2016 0:00",60388,"3/18/2016 1:16"
"4096","3/12/2016 21:47",4300,0,8,2007,0,80,"focus",80000,7,"0",35,0,"3/12/2016 0:00",21077,"3/23/2016 15:47"
"4097","3/10/2016 15:36",699,0,NA,2016,0,0,"scenic",150000,3,"0",34,NA,"3/10/2016 0:00",35789,"4/6/2016 10:17"
"4099","3/9/2016 19:43",2700,0,1,2002,0,115,"3er",150000,4,"0",30,0,"3/9/2016 0:00",83567,"3/23/2016 13:17"
"4114","4/3/2016 14:40",26900,0,4,2009,1,245,"3er",125000,3,"1",30,0,"4/3/2016 0:00",47918,"4/5/2016 13:18"
"4116","3/8/2016 12:38",1000,0,5,1997,0,115,"alhambra",150000,7,"0",31,NA,"3/8/2016 0:00",37154,"3/11/2016 2:44"
"4118","4/3/2016 22:56",1800,1,6,1998,0,90,"1",150000,2,"0",33,0,"4/3/2016 0:00",50354,"4/6/2016 0:16"
"4129","3/20/2016 16:50",990,0,6,2001,0,116,"a4",150000,11,"1",36,0,"3/20/2016 0:00",67547,"3/20/2016 16:50"
"4135","3/16/2016 9:48",5999,0,NA,2017,0,190,"a4",150000,12,"",36,0,"3/16/2016 0:00",76189,"3/25/2016 5:44"
"4136","3/26/2016 13:56",650,1,6,1999,0,110,"passat",150000,11,"1",40,0,"3/26/2016 0:00",18273,"4/6/2016 1:47"
"4144","3/7/2016 23:55",3500,0,NA,2016,0,69,"aygo",125000,12,"",25,NA,"3/7/2016 0:00",68199,"3/10/2016 14:46"
"4145","3/30/2016 10:57",7200,0,6,2006,1,158,"forester",150000,11,"0",10,0,"3/30/2016 0:00",31515,"4/7/2016 2:17"
"4150","3/30/2016 17:50",18500,1,2,2014,1,131,"1",70000,3,"1",38,0,"3/30/2016 0:00",84533,"4/7/2016 8:45"
"4158","4/4/2016 18:51",3999,0,6,2002,0,131,"a4",150000,10,"1",36,0,"4/4/2016 0:00",18442,"4/4/2016 18:51"
"4162","3/16/2016 17:51",7400,1,NA,2016,NA,0,"",150000,1,"1",31,NA,"3/16/2016 0:00",17268,"4/7/2016 0:44"
"4173","4/2/2016 23:37",4450,0,4,1992,0,98,"golf",150000,6,"0",40,0,"4/2/2016 0:00",41069,"4/7/2016 8:15"
"4185","3/13/2016 23:39",14999,0,6,2009,0,0,"a4",150000,1,"1",36,0,"3/13/2016 0:00",27755,"3/19/2016 15:50"
"4191","4/5/2016 12:38",1500,0,6,2001,0,43,"agila",150000,1,"0",38,0,"4/5/2016 0:00",39629,"4/5/2016 12:38"
"4192","3/26/2016 23:55",1850,0,1,1991,0,115,"golf",150000,1,"0",40,0,"3/26/2016 0:00",92339,"4/1/2016 4:45"
"4196","4/2/2016 20:51",4400,0,3,1991,0,185,"1",150000,3,"0",14,0,"4/2/2016 0:00",85622,"4/2/2016 20:51"
"4203","4/1/2016 0:46",4000,0,NA,1995,NA,0,"3er",150000,0,"",30,NA,"3/31/2016 0:00",71034,"4/4/2016 23:45"
"4217","3/24/2016 20:56",1800,0,2,1995,0,129,"rav",150000,0,"0",25,0,"3/24/2016 0:00",37170,"3/30/2016 23:46"
"4219","3/19/2016 15:43",333,1,7,1997,0,75,"",125000,3,"0",28,0,"3/19/2016 0:00",37154,"3/20/2016 17:19"
"4220","3/8/2016 22:58",3650,0,8,2007,0,80,"golf",150000,5,"0",40,0,"3/8/2016 0:00",38100,"3/26/2016 19:17"
"4228","3/12/2016 19:38",4500,0,6,2003,0,190,"a4",150000,3,"0",36,0,"3/12/2016 0:00",7333,"3/14/2016 12:15"
"4229","3/9/2016 18:56",3200,0,5,2003,0,125,"zafira",150000,5,"0",38,0,"3/9/2016 0:00",78337,"3/23/2016 12:17"
"4243","4/3/2016 15:55",1100,0,7,2001,0,56,"corsa",150000,10,"0",38,0,"4/3/2016 0:00",47495,"4/3/2016 15:55"
"4250","3/20/2016 16:57",9500,0,NA,2016,0,116,"b_klasse",125000,5,"0",37,0,"3/20/2016 0:00",12359,"3/20/2016 16:57"
"4255","4/3/2016 20:31",3100,1,8,2005,0,953,"colt",150000,4,"1",20,0,"4/3/2016 0:00",60326,"4/7/2016 14:56"
"4256","3/17/2016 9:48",200,0,NA,2000,1,0,"twingo",150000,0,"0",34,0,"3/17/2016 0:00",3130,"3/17/2016 9:48"
"4258","3/8/2016 17:48",3000,1,7,2000,1,41,"fortwo",125000,11,"1",29,0,"3/8/2016 0:00",13585,"3/10/2016 13:17"
"4267","4/4/2016 15:43",17000,0,8,2009,1,204,"e_klasse",100000,1,"0",37,0,"4/4/2016 0:00",82166,"4/6/2016 17:15"
"4284","3/24/2016 21:25",6700,0,7,2013,0,86,"i_reihe",30000,6,"0",23,0,"3/24/2016 0:00",56567,"3/28/2016 8:44"
"4285","3/23/2016 19:58",14999,1,7,2015,0,101,"fiesta",20000,7,"0",35,0,"3/23/2016 0:00",51107,"4/6/2016 1:45"
"4301","3/13/2016 14:06",4800,0,5,2004,0,150,"vito",150000,9,"1",37,0,"3/13/2016 0:00",60386,"3/31/2016 13:17"
"4302","4/1/2016 21:45",6700,0,6,2006,0,140,"a3",150000,4,"1",36,0,"4/1/2016 0:00",31234,"4/5/2016 19:17"
"4311","3/22/2016 22:38",10900,1,6,2008,0,143,"a4",150000,7,"1",36,0,"3/22/2016 0:00",76133,"4/7/2016 0:45"
"4312","4/3/2016 12:37",4150,1,6,2001,0,131,"passat",150000,9,"1",40,NA,"4/3/2016 0:00",89431,"4/3/2016 12:37"
"4320","3/17/2016 1:53",10350,0,6,2007,1,179,"a6",150000,6,"1",36,0,"3/16/2016 0:00",57482,"3/17/2016 7:47"
"4328","3/7/2016 19:58",15999,1,2,2008,1,290,"cayenne",150000,8,"0",16,0,"3/7/2016 0:00",32657,"3/16/2016 23:16"
"4334","3/8/2016 16:52",1690,0,NA,2017,NA,0,"colt",150000,5,"0",20,NA,"3/8/2016 0:00",33611,"4/7/2016 3:16"
"4335","3/13/2016 23:38",5200,0,7,2007,0,80,"polo",125000,11,"0",40,0,"3/13/2016 0:00",32257,"3/14/2016 7:40"
"4341","3/17/2016 12:48",500,0,7,2001,0,55,"seicento",150000,4,"0",32,0,"3/17/2016 0:00",75323,"3/26/2016 23:16"
"4351","3/14/2016 13:55",3600,0,8,2007,NA,0,"a4",150000,11,"1",36,0,"3/14/2016 0:00",18551,"3/14/2016 13:55"
"4353","3/9/2016 16:57",3500,0,6,2007,0,111,"megane",125000,3,"0",34,0,"3/9/2016 0:00",42329,"3/28/2016 23:47"
"4356","3/22/2016 4:36",29500,0,2,2014,0,140,"q3",30000,10,"1",36,0,"3/22/2016 0:00",86633,"4/5/2016 18:18"
"4358","3/13/2016 7:52",1800,0,3,2002,1,167,"c_klasse",150000,11,"0",37,0,"3/13/2016 0:00",44536,"3/19/2016 11:46"
"4362","3/5/2016 14:10",7999,0,6,2012,0,105,"octavia",150000,3,"1",30,0,"3/3/2016 0:00",65934,"4/7/2016 4:16"
"4363","3/28/2016 16:47",1550,0,5,2002,0,101,"zafira",150000,2,"1",38,0,"3/28/2016 0:00",53123,"3/30/2016 8:15"
"4364","3/21/2016 0:59",16500,0,NA,2016,1,233,"q7",150000,12,"",36,0,"3/20/2016 0:00",90408,"3/31/2016 5:46"
"4370","3/17/2016 22:38",0,0,NA,2000,NA,0,"",100000,0,"",24,NA,"3/17/2016 0:00",26624,"3/29/2016 7:45"
"4371","3/28/2016 7:36",8000,0,8,2004,1,231,"5er",150000,7,"1",30,NA,"3/28/2016 0:00",33602,"4/6/2016 11:15"
"4380","4/3/2016 15:56",5800,0,8,2009,0,69,"polo",125000,7,"1",40,0,"4/3/2016 0:00",53879,"4/3/2016 15:56"
"4384","3/17/2016 18:54",1450,1,7,2001,0,58,"corsa",150000,9,"0",38,0,"3/17/2016 0:00",32602,"3/22/2016 1:15"
"4387","3/29/2016 19:47",13900,1,8,2011,0,211,"golf",125000,6,"0",40,0,"3/29/2016 0:00",67308,"3/31/2016 13:18"
"4389","3/30/2016 12:25",4200,1,8,2004,0,75,"golf",125000,11,"0",40,0,"3/30/2016 0:00",56073,"4/1/2016 8:29"
"4396","3/28/2016 14:56",850,0,8,1995,0,95,"c_klasse",150000,11,"1",37,0,"3/28/2016 0:00",86556,"3/28/2016 15:42"
"4406","3/15/2016 10:54",4500,1,2,2004,0,163,"1",150000,4,"1",23,0,"3/15/2016 0:00",58119,"3/20/2016 4:18"
"4407","3/25/2016 12:45",13999,0,7,2010,0,192,"corsa",80000,9,"0",38,NA,"3/25/2016 0:00",33104,"4/6/2016 13:45"
"4414","4/3/2016 17:49",19900,0,3,1992,1,299,"1",150000,1,"0",30,0,"4/3/2016 0:00",63225,"4/7/2016 1:16"
"4423","4/3/2016 13:52",5000,1,8,2008,0,116,"astra",150000,10,"0",38,0,"4/3/2016 0:00",28215,"4/5/2016 12:46"
"4426","4/1/2016 15:54",0,0,8,1995,1,125,"a4",150000,0,"0",36,NA,"4/1/2016 0:00",63683,"4/7/2016 13:50"
"4428","3/28/2016 15:37",4500,1,8,2002,1,333,"7er",150000,1,"2",30,1,"3/28/2016 0:00",83224,"3/30/2016 6:17"
"4430","3/24/2016 17:56",2300,1,7,2008,0,58,"clio",150000,1,"0",34,0,"3/24/2016 0:00",40599,"4/7/2016 12:17"
"4432","3/17/2016 12:45",3990,0,6,2003,1,131,"a4",150000,9,"1",36,0,"3/17/2016 0:00",68161,"3/28/2016 11:47"
"4434","3/15/2016 22:50",250,1,3,1996,0,90,"1",150000,8,"0",25,0,"3/15/2016 0:00",36433,"3/21/2016 0:45"
"4435","3/7/2016 15:53",3500,1,6,2006,0,136,"focus",150000,6,"1",35,0,"3/7/2016 0:00",49477,"3/8/2016 19:19"
"4441","3/13/2016 16:43",2900,0,4,2002,0,136,"2_reihe",150000,4,"0",33,0,"3/13/2016 0:00",29451,"4/5/2016 12:39"
"4443","3/17/2016 17:50",4500,1,6,2001,0,193,"5er",150000,6,"1",30,0,"3/17/2016 0:00",45879,"4/7/2016 4:17"
